nodo,pagerank,in_degree,out_degree,hits_hub,hits_authority,betweenness,closeness
209222,0.00012318366306076468,1,2,1.0355255772910532e-06,4.8592858329839234e-12,0.00020180260300320334,0.0005002501250625312
209489,0.0005717818598321919,23,3,1.0457424925088163e-06,7.818064762150444e-07,0.0005501050837690433,0.1441689732901788
209499,0.00028666583280490904,9,10,1.1538408804053283e-06,2.0027603068562075e-07,0.0,0.004502251125562781
209714,0.0005701386421834756,7,8,6.888951106460064e-09,8.072568526445021e-08,0.0002974978687371921,0.08781001800467435
209719,0.001206643637758831,5,5,5.310950023942671e-21,-2.7408574013691964e-20,4.006007007507758e-06,0.003335000833750208
209902,0.0007979216370339455,16,10,8.193492283860008e-13,6.380032152191429e-12,5.007508759384698e-08,0.008031793674615085
210162,0.001378577218760876,19,18,-8.616307132840878e-19,-1.6940379014474137e-18,2.2533789417231138e-06,0.016868649378452668
210313,0.0006075135839051105,12,10,5.847353222491362e-10,5.9559221005879234e-08,0.0030437168311661118,0.13857300363690458
210332,0.00023888969573063247,42,55,0.006806502955884767,0.0055698785112981136,2.635530925991946e-08,0.06665078965834689
210403,0.00017125213074137947,7,14,1.0940153924141241e-06,1.076033243175324e-07,2.8066830500720876e-05,0.09089330959219773
210450,0.00015992340437270155,1,4,0.00028124924582138003,-9.898512904550387e-20,0.00020180260300320325,0.0005002501250625312
210533,8.64439217488278e-05,0,0,-0.0,-1.3898872266166816e-19,0.0,0.0
210694,0.00013097786191501462,4,10,1.0823524969438404e-06,8.34661711612265e-08,0.0,0.002001000500250125
211293,0.000575184448367622,6,6,-1.0930491759609635e-20,-1.5925983647801612e-20,0.0,0.0030015007503751876
211340,0.00015992340437270155,1,0,-0.0,5.3550848179414796e-20,0.0,0.0005002501250625312
211376,0.0005751844483676223,29,29,1.318694601218501e-18,3.2130437770331277e-18,0.0,0.014507253626813406
211401,0.0009027642452094471,12,2,1.404412406355818e-07,9.464755491893036e-07,1.0015017518769395e-06,0.13671241011144802
211769,0.0008195547116770193,2,1,-1.914646079786185e-21,-1.371173061997662e-19,0.0,0.0010005002501250625
211862,0.0006602389541019579,44,41,9.562824274522107e-07,1.9055753597452133e-06,0.012953188293712066,0.17340906535503833
212461,0.0005190554807688308,60,43,3.1772168201622473e-06,3.7231280436778603e-06,1.0361102162867185e-05,0.11023316357150677
212707,0.0010699887710858209,143,14,0.003589650996852497,0.01888140588597557,4.4465343125121464e-05,0.09647703944505347
212918,0.000313231165679131,1,4,1.435739924663938e-13,1.392364764165577e-15,0.0,0.007954897694245896
212945,0.00012558957747374242,2,20,1.2594119679430298e-06,4.2223046245442926e-08,0.00028122173232451625,0.002779167361458507
212997,0.00033961747656197853,50,1,0.0002669318166771868,0.008551190202824617,0.0,0.08396955748567796
213202,8.64439217488278e-05,0,0,-0.0,-1.1451049834562545e-19,0.0,0.0
213296,0.000575184448367622,2,2,6.981662833220671e-21,2.249767732113792e-19,0.0,0.0010005002501250625
213527,0.00014562197203006494,1,9,1.7793684581947838e-09,3.4155456777938204e-11,0.0,0.003501750875437719
213550,8.64439217488278e-05,0,0,-0.0,-1.5084153658261329e-19,0.0,0.0
213643,0.0008068043656264292,10,12,0.0004685470682381842,8.627803845476571e-05,0.0004641478681366391,0.09434307451576737
213780,0.000575184448367622,4,4,1.0511481356088005e-20,1.514295489442337e-19,0.0,0.002001000500250125
213898,0.000981125722326079,43,3,5.426012228325947e-09,9.068524113915506e-07,0.004866004907692419,0.08534422964096874
214088,0.0003151604542506189,24,27,1.2834568781758118e-06,5.999980045172699e-07,9.480124537653304e-06,0.018009004502251125
214109,8.64439217488278e-05,0,0,-0.0,1.024323548433785e-20,0.0,0.0
214110,0.00019471871740079104,3,6,0.00028394397123435286,6.326010199393784e-07,0.00023013445209192206,0.06609331254815645
214128,0.0006292466406247992,15,8,1.4361821196280595e-08,3.421277493184386e-07,0.00013022894144613335,0.14478068349507445
214263,0.0007890212826700388,11,11,6.391144956171944e-09,2.2220957176715045e-08,0.0,0.13756420082865328
214394,8.64439217488278e-05,0,0,-0.0,3.7064146985764974e-19,0.0,0.0
214407,0.00023631675155485617,1,1,7.760113379586292e-22,9.756403735363573e-20,0.0,0.008841021818098592
214442,0.0003494409378893194,3,5,1.4363396367715713e-13,6.932937127329878e-15,1.7901843814800294e-05,0.007954897694245896
214463,0.0006284374165942848,9,9,4.607740759178092e-08,1.8431831002912365e-07,1.8030296343758023e-06,0.13842667230720285
214502,8.64439217488278e-05,0,8,1.095791448636396e-06,1.8977765034483127e-19,0.0,0.0
214655,0.0001148535537689555,5,17,-7.803926213320719e-19,-6.615552907952025e-19,0.0,0.0025012506253126563
214790,0.00029270459984413657,12,15,1.1833916025726277e-06,2.7767251264793455e-07,0.0,0.11667513893720252
214876,0.00011201473788264109,2,16,1.372004261753872e-06,2.6554923185839393e-08,1.6717843213550405e-05,0.11584688949412979
214878,0.00029660209381547414,10,12,1.068901379600755e-06,2.0607220326950938e-07,0.0,0.0050025012506253125
214967,0.00032795987002867287,7,7,1.174184966391187e-05,6.7914983703346415e-06,1.8784077012021392e-05,0.06611659713950688
215344,0.0007677489604657786,21,7,1.044463852395908e-06,2.115574058568389e-08,0.004610393276999541,0.1151185161665329
215448,8.64439217488278e-05,0,2,7.814441403403105e-09,-2.145596970142506e-19,0.0,0.0
215636,0.000575184448367622,1,1,-1.1095386371540827e-20,-3.2503598282594405e-19,0.0,0.0005002501250625312
215730,0.0006326526179120625,1,13,3.433228642335346e-07,4.254870141204918e-09,0.0034624253810332066,0.17072727858129658
215733,0.00013097786191501462,4,10,1.0911881949577617e-06,8.414754057134895e-08,0.0,0.002001000500250125
215773,0.0007131303109055159,21,16,2.5081973777460872e-12,1.247806792061051e-11,8.960322450400822e-08,0.010505252626313157
215972,0.00010481379240479624,1,15,2.92227435177353e-07,2.0117744252309773e-08,8.574902792845096e-05,0.0005002501250625312
216284,0.0008726989682305775,4,5,1.0563491466983837e-06,4.354112695085932e-08,3.117953093055846e-05,0.1390677739759098
216433,0.0003306858261779233,11,9,1.0896239486129035e-06,1.9481966734755234e-07,6.429736600032522e-05,0.11747853582503302
216665,0.00030011084503424226,23,30,2.9595389609473756e-08,8.584235558661308e-09,0.000475551697852535,0.1206118001159963
216783,0.000575184448367622,6,6,1.0418478845284125e-21,4.675948483489956e-19,0.0,0.0030015007503751876
216849,0.00016445466489919914,6,8,1.0955089902004103e-06,1.277344925770161e-07,9.806371320461699e-07,0.06688238096239853
217122,0.0006595518541413473,44,39,9.275114556132516e-07,1.9061300318276516e-06,0.0003347219382831502,0.17340906535503833
217328,0.0005190554807688308,60,43,3.2093014857339758e-06,3.722509487293035e-06,1.9135914983668295e-05,0.11023316357150677
217793,0.00025215729181272105,11,14,1.6219593254682184e-07,5.502280644084076e-08,2.5037543796923483e-07,0.005502751375687844
218170,0.0002710196991142403,2,3,1.0369253593162929e-06,5.480465739592305e-12,0.00040360520600640667,0.0010005002501250625
218403,0.0001812616245235854,8,13,1.0727346552454875e-06,1.654489726733963e-07,0.0,0.00400200100050025
218460,8.64439217488278e-05,0,1,4.0868093429416075e-09,-1.7198191793227173e-20,0.0,0.0
218466,0.0006742797827398178,8,0,-0.0,1.6907834100663199e-18,0.0,0.00400200100050025
218544,0.0003578186274604291,25,27,1.2925309557321307e-06,6.289415872443189e-07,1.8679525099401717e-05,0.021792408809446738
218650,0.00010458131652037016,1,8,1.0676938107853996e-06,2.0612166016627994e-08,0.0,0.0032857337759788986
218742,0.0004492705185274701,17,29,1.5902825274961004e-08,5.329309928262417e-09,4.5762708680188934e-05,0.11755212087722534
218957,9.415399091863068e-05,2,2,7.5417592791310315e-06,0.0003544657800163566,8.34584793230783e-08,0.07383572773895554
219188,0.0010740893168141488,143,15,0.0037097824054100783,0.01887908988708963,4.813953041889657e-05,0.09647703944505347
219601,8.64439217488278e-05,0,0,-0.0,8.620831618342858e-20,0.0,0.0
219618,0.00045103575370719054,28,27,1.3092330819825014e-06,6.910817386740892e-07,1.836511259701116e-05,0.022356005589001398
219746,8.64439217488278e-05,0,1,2.4023557655604333e-20,8.106812020982217e-20,0.0,0.0
219782,0.00042288357181728003,10,14,1.0931277854317107e-06,1.7007330407814759e-07,0.0025267679979807224,0.10661665160090343
219861,8.64439217488278e-05,0,2,2.864181843120099e-10,-7.397597171763513e-19,0.0,0.0
219887,0.00023631675155485617,1,1,7.760113379586292e-22,3.06102374104804e-20,0.0,0.008841021818098592
220011,8.64439217488278e-05,0,2,7.217210222850512e-14,8.640519607881545e-19,0.0,0.0
220186,0.00023888969573063247,42,55,0.006806502955884767,0.005569878511298114,2.635530925991946e-08,0.06665078965834689
220324,0.00023631675155485617,1,1,7.760113379586292e-22,5.4385067423005105e-19,0.0,0.008841021818098592
220953,8.64439217488278e-05,0,3,7.93078394123761e-09,6.344771309937572e-20,0.0,0.0
221087,0.001650362405541406,56,17,-8.178820303091495e-19,-4.299511213609484e-18,4.500475324122441e-06,0.02801400700350175
221448,8.64439217488278e-05,0,2,-3.862882318360368e-21,3.4781182445358566e-19,0.0,0.0
221650,0.0001057834287125101,1,0,-0.0,1.7018341265042052e-09,0.0,0.07689067971965327
221742,0.0018233486016403066,8,23,9.40016561030521e-06,4.11797012903712e-05,0.048045703202153005,0.18814231677242133
221920,8.64439217488278e-05,0,8,1.0933743179053993e-06,-5.008191737552012e-19,0.0,0.0
222332,8.64439217488278e-05,0,16,6.370374634505439e-10,-3.1455403382182007e-19,0.0,0.0
222442,0.00023915820308161346,10,0,-0.0,2.120292942911545e-07,0.0,0.06700356059334248
222491,0.0005190554807688308,60,43,3.1772168201622545e-06,3.7231280436773203e-06,1.0361102162867185e-05,0.11023316357150677
222614,8.64439217488278e-05,0,1,2.858473923801521e-09,-2.43199641106893e-20,0.0,0.0
222726,0.0003188254022105983,6,7,-1.7627415438532994e-20,6.25649771222559e-21,0.0,0.0030015007503751876
222737,0.000575184448367622,2,2,-4.697667192813513e-21,2.2084694882455827e-19,0.0,0.0010005002501250625
222873,0.007708243676219402,49,12,2.2070111787336854e-07,1.5621752478972274e-06,0.006854149300046707,0.2365861468395717
223005,0.0005295484282551608,9,5,-7.551942456189313e-21,6.667681330850785e-19,4.256382445476992e-06,0.0065487289099094995
223092,0.00011376060588727946,2,9,1.06798635857906e-06,4.120739349025867e-08,4.006007007507758e-06,0.003442197289120751
223222,0.0011092828734876948,3,25,4.501937082840818e-07,2.262107485963231e-07,0.010618035850696513,0.17182143371983544
223399,0.0006450756820834771,2,3,7.168004679844272e-14,5.017018294812865e-12,0.0001800199398998799,0.009004502251125562
223686,0.0006605584516439733,44,42,9.466363230458142e-07,1.9057613258227803e-06,0.0033470988941275465,0.17340906535503833
223902,0.0005905300964430312,10,10,1.4274567381407338e-09,2.482975480160097e-10,2.7819493107692762e-08,0.11338725742693305
224434,0.0010243760853095418,20,1,2.090104097961615e-09,9.55803003242423e-07,0.0029724149371692433,0.17906349751195139
224445,0.0003151713822440317,25,29,2.0344029470656884e-08,9.674607994498678e-09,0.0002561645088362208,0.12086424793462583
224775,0.0001812616245235854,8,13,1.0727346552454781e-06,1.654489726740637e-07,0.0,0.00400200100050025
224841,9.839186555874393e-05,1,7,1.7661611076066462e-09,3.4049606187739174e-11,0.0,0.0005002501250625312
225226,0.0005305376503543734,1,1,3.5623469744549017e-16,5.0156375060835875e-12,0.0,0.008881152905219732
225296,0.00025215729181272105,11,14,1.6219593254681506e-07,5.502280644131713e-08,2.5037543796923483e-07,0.005502751375687844
225342,0.0003151713822440317,25,29,1.771359793811605e-08,9.725319765124122e-09,2.4153135606823026e-05,0.12086424793462583
225390,0.00033088154893655354,47,61,0.009219524830370845,0.00812781030418513,0.00015117378945038568,0.08394138923425708
225552,0.0006120754044222832,18,15,6.336762412844707e-10,2.3656357469677343e-10,0.0,0.11494225140437316
225641,0.0004200171832884713,13,14,1.0819237568353553e-06,2.5119383232672024e-07,1.5523277154092564e-05,0.0065032516258129065
225842,8.64439217488278e-05,0,4,-8.730215502533092e-21,-6.038985205432253e-19,0.0,0.0
225872,0.00025579012623441326,4,12,3.2681024086479027e-09,2.0250151594173417e-10,6.701715889643187e-05,0.09520454583664692
225954,0.0005661676335721312,51,59,0.0091181511738692,0.008452559649795273,0.0058333838066462395,0.09534965628374965
225958,9.2057929976614e-05,1,13,-7.417876763286782e-19,3.1368484882740634e-19,0.0,0.0005002501250625312
225961,0.0008475823971019799,9,9,2.9428409069532266e-10,5.113775987507342e-11,0.00015310458031818713,0.07483679034213549
226137,0.0003832480822097803,9,18,1.357504860466941e-06,2.3287517777685572e-07,0.0001341501200553874,0.1210786845035421
226290,0.000537584179195977,17,15,1.7748568798293805e-08,5.820402711391378e-09,2.1621707464628613e-05,0.11536619700660228
226411,0.02331551992426258,559,14,2.951195499556131e-07,7.286055461190183e-05,0.15841394813713391,0.3459390985815489
226591,8.64439217488278e-05,0,3,4.667555559301113e-20,6.252731011532109e-19,0.0,0.0
226861,0.0003578186274604291,25,27,1.2925309557321173e-06,6.289415872450921e-07,1.8679525099401703e-05,0.021792408809446738
226902,0.0005190554807688308,60,43,3.1772168201622613e-06,3.7231280436768545e-06,1.0361102162867185e-05,0.11023316357150677
227149,0.0005286174814976535,3,4,9.454242358242775e-21,-4.868789135197184e-19,1.0699575759883694e-06,0.006374399320872557
227319,0.0001207220640372634,2,4,1.3849112437270216e-21,-2.2726679617052005e-20,1.8583421395938767e-06,0.0013340003335000831
227342,0.00024407470475052115,2,2,7.789072344551294e-14,1.9996237466366235e-08,2.503754379692349e-07,0.0010005002501250625
227430,0.00011488211749884281,2,0,-0.0,4.7444491996538245e-08,0.0,0.13538241933354145
227591,0.0002613693653000114,27,16,0.003978026641595271,0.0024924235883651527,1.1026743254864487e-06,0.08371672174885258
227615,8.64439217488278e-05,0,0,-0.0,2.4838937213591106e-19,0.0,0.0
227642,0.00010743805964136316,2,3,5.852394157371375e-21,5.396443362068338e-19,5.722867153582511e-07,0.0010005002501250625
227752,0.0005751844483676223,29,29,1.3138999016190773e-18,3.550495817033779e-18,0.0,0.014507253626813406
227979,0.002661478588309922,32,7,1.6766366693919467e-08,9.606834802981812e-09,0.0005510563676743543,0.14497640863691794
228237,0.0002617538777994447,19,29,1.0525362014756736e-08,3.64613951324317e-09,0.0005070749473886577,0.11504794542865303
228296,0.00024025754192996077,22,34,0.004426523855515045,0.0019889156703992075,1.2249550997419555e-08,0.08367006731185478
228494,8.64439217488278e-05,0,0,-0.0,-3.3994071613823853e-19,0.0,0.0
228496,0.00045103575370719054,28,27,1.3092330819825188e-06,6.910817386738866e-07,1.8365112597011157e-05,0.022356005589001398
228713,0.0002451750706090078,2,7,-6.312063189192161e-21,-2.0721525568770536e-19,2.3785666607077313e-06,0.0025012506253126563
228747,0.0005796606319678604,8,7,1.0417916347284094e-06,6.247575580807909e-08,0.00034747120824898616,0.08782029058516157
228926,0.0006284374165942848,9,9,4.607740759178116e-08,1.8431831002910692e-07,1.8030296343758023e-06,0.13842667230720285
229212,0.00018429864325400334,14,17,8.412917702595396e-09,2.797390691957324e-09,3.184428730535117e-07,0.0970507878373576
229236,0.00025198217782078266,17,25,1.0492073109797462e-08,3.2603456386256115e-09,0.00013032513391069054,0.11501269249608717
229446,0.00030903809531011123,10,10,1.0596882908327207e-06,1.9199242119906172e-07,1.543407669488934e-05,0.0050025012506253125
229661,9.839186555874393e-05,1,7,1.7661611076062469e-09,3.4049606215862306e-11,0.0,0.0005002501250625312
229977,0.000575184448367622,1,1,-1.9963677278480046e-20,-7.608147888413452e-21,0.0,0.0005002501250625312
230122,8.64439217488278e-05,0,1,1.2363787845150766e-20,2.7493431835505162e-19,0.0,0.0
230224,0.0004200171832884713,13,14,1.0819237568353474e-06,2.511938323272696e-07,1.5523277154092564e-05,0.0065032516258129065
230413,0.0005751844483676223,29,29,1.3187864000527523e-18,3.2065829543589468e-18,0.0,0.014507253626813406
230911,0.0003119818898483491,44,59,0.00912782130033086,0.007771973966816631,1.4280306600379678e-07,0.0839132398750236
230963,0.0008530818510397748,16,10,3.322910874466242e-20,-5.063294887013563e-19,1.8778157847692617e-06,0.008031793674615085
231363,0.0003825415138265342,1,1,7.189583687546194e-14,1.3864235935475995e-15,0.0,0.007906392220500495
231405,8.64439217488278e-05,0,1,2.0211995546792515e-20,2.2919597132072454e-19,0.0,0.0
231518,0.0003578186274604291,25,27,1.292530955732122e-06,6.289415872452028e-07,1.8679525099401713e-05,0.021792408809446738
231535,8.64439217488278e-05,0,2,1.4321961872513973e-13,7.521357376236369e-20,0.0,0.0
231579,0.0005655329110460844,4,4,2.331439272239711e-20,8.988419915864887e-19,1.3353356691692525e-06,0.003762297815574454
231727,0.00035713546905329064,25,50,1.5089495367771254e-06,6.289791529269649e-07,6.484723843403181e-05,0.021610805402701348
231752,0.00024876038398156475,17,7,1.4277888239273748e-08,5.356105806123694e-09,0.0,0.11734998341753339
231853,0.0006595518541413473,44,39,9.419581894829598e-07,1.905851514994031e-06,0.0001589146057112853,0.17340906535503833
231903,0.00035349298837577885,7,8,1.047031632969677e-06,1.0134415954798863e-07,6.731760942199497e-05,0.0035573342226668885
232037,0.00040320091093327547,12,14,1.4766565534030818e-06,2.850210267083134e-07,0.0005574623152166941,0.12105915883276262
232264,0.00035732604313296014,25,28,1.300029945460483e-06,6.290862386724779e-07,1.9269695774614906e-05,0.021792408809446738
232415,0.000740314574324807,2,6,1.092493766949852e-06,2.1073600264714954e-08,0.00020130185212726488,0.06062245368020359
232564,0.00025131010317318384,18,24,1.0463638357878963e-08,3.4851378546448143e-09,0.00012937715014776991,0.11503031626140992
232712,0.0010399887960539074,22,17,1.3708961806398034e-06,5.291980928977432e-07,0.013956242030053063,0.17564058117032313
232899,0.00020393694755179245,4,10,1.057205517777793e-06,8.144347782710946e-08,0.0,0.002894304295004645
233115,0.0006422974306395948,9,12,6.061563867223961e-08,1.840380292315256e-07,0.0009182074453934461,0.13842667230720285
233156,0.00023631675155485617,1,1,7.760113379586292e-22,2.6436008337018973e-19,0.0,0.008841021818098592
233171,0.0006465369358421555,3,2,4.096195029449166e-22,-1.2046131690169415e-19,0.0,0.0015007503751875938
233593,0.00023882237891664133,42,54,0.006734763729181659,0.005571261563167044,0.0,0.06665078965834689
233602,0.0014534924081136436,20,17,-8.533374534765505e-19,-1.804150528580467e-18,1.4727966939366757e-08,0.017052004263001068
233786,0.00019143173293025914,7,0,-0.0,1.4769888701856979e-07,0.0,0.06694390642614755
233888,0.00047880337739689464,47,59,0.009123951564238751,0.00804432686640243,0.005806948946342882,0.09530123700926255
233947,8.64439217488278e-05,0,0,-0.0,2.8812670047910237e-20,0.0,0.0
234010,0.000575184448367622,6,6,9.937059626359814e-21,-1.5845216174516057e-19,0.0,0.0030015007503751876
234248,0.00045291825578590923,2,1,8.16766917970128e-21,-4.440057660838108e-19,0.0,0.0011255627813906953
234487,0.000838540011490389,9,8,2.9412282317496545e-10,5.114086970965151e-11,0.0,0.07483679034213549
234704,0.0023578752834810383,60,5,1.0655856626834066e-06,9.70867813337559e-06,0.008719258538543313,0.17253225555549553
234800,0.00022642749477332948,5,1,2.2724822224908414e-09,7.914525837225838e-08,0.00020290395686427037,0.019156431362534414
234947,0.0003151604542506189,24,27,1.2834568781758213e-06,5.999980045169625e-07,9.480124537653304e-06,0.018009004502251125
234958,8.64439217488278e-05,0,0,-0.0,-7.748815268145989e-20,0.0,0.0
235070,0.000838540011490389,9,8,2.9412282318401413e-10,5.114086907280099e-11,0.0,0.07483679034213549
235133,8.64439217488278e-05,0,9,1.0985023964749288e-06,8.270164985374672e-20,0.0,0.0
235266,0.00035010149220000874,8,8,2.9411165640867014e-10,5.102859508887059e-11,0.0,0.00400200100050025
235328,0.00011895188382233413,2,4,2.1392669719302885e-20,-6.23997725874136e-20,6.676678345846263e-07,0.0013340003335000831
235469,8.64439217488278e-05,0,1,7.519130374875232e-09,-4.6597197224488303e-20,0.0,0.0
235496,0.0025013143608494113,15,4,-7.465813651813134e-21,-9.673472028605716e-20,5.758635073292402e-06,0.008731638546546001
235570,0.0010740893168141488,143,15,0.0035925019914086905,0.018881350921996585,5.82114236321817e-05,0.09647703944505347
235687,0.0004988761344927321,5,9,1.2659717100565999e-05,9.417249853008397e-07,6.304696457259837e-05,0.10531535408557254
235775,0.0007038936001842918,20,16,3.2039420748908554e-09,1.1575695141475376e-09,7.291152863939257e-08,0.013391587880271071
235899,0.0008168245323557163,5,2,8.15960032646379e-09,1.0587375287559987e-07,0.0007049333800292915,0.1276245909421899
236019,0.0001705276250300811,12,24,1.0479711946557637e-08,2.353875055531858e-09,9.470784073771843e-07,0.09702570039058563
236174,0.000575184448367622,1,1,-8.566874984755585e-21,-8.913819623606143e-20,0.0,0.0005002501250625312
236225,0.0002395715071584095,7,9,1.148422672487656e-06,1.537069445810544e-07,1.5606506860263823e-06,0.0035573342226668885
236317,0.00023631675155485617,1,1,7.760113379586292e-22,-2.1778455253181323e-19,0.0,0.008841021818098592
236386,0.00020482820496277196,1,15,1.3460189690792317e-06,2.3838525895701353e-08,2.606253878842325e-05,0.1207476023680169
236392,0.00010968314715792399,4,17,-7.733238884240136e-19,-4.542705662601749e-19,5.007508759384698e-07,0.002001000500250125
236666,0.0005196819570489175,7,2,1.0409356432667968e-06,9.848997975091965e-08,0.003084971683249318,0.1456232480934939
236734,8.64439217488278e-05,0,1,-9.739927756946069e-21,-3.77118263675834e-19,0.0,0.0
236805,0.0005193202964663902,11,9,1.7793684581947838e-09,2.0491299326092303e-08,1.2518771898461744e-07,0.005767589677191536
236866,0.0006614333246357608,44,45,9.368547492458378e-07,1.9059499036010272e-06,0.005611084349224481,0.17340906535503833
237378,0.00015978812901700886,6,8,1.0955089902004103e-06,1.276647811864477e-07,3.234016073769284e-06,0.06689430083068625
237448,0.000575184448367622,6,6,2.175471804702614e-21,-9.383266574007736e-19,0.0,0.0030015007503751876
237622,0.00024168397242032406,16,29,1.5906801809957016e-08,5.049440497714713e-09,3.750449215117033e-05,0.11731330581684028
237689,0.00012296307248304162,17,51,2.006736720081795e-06,8.50557087609417e-07,3.852815942751488e-05,0.008504252126063032
237719,0.00017642349019111571,3,5,1.4078832918470742e-07,8.142723475730673e-09,0.0,0.0015007503751875938
237931,0.0002886926783389453,1,5,7.183774722811738e-14,9.129353886000021e-18,8.76314032892322e-06,0.006294409340592626
238139,0.0007522973759382366,15,10,5.050168714480784e-21,-5.434712047230349e-19,7.511263139077047e-08,0.007609067691740607
238188,0.0007028638503457908,3,2,-8.008650615532621e-22,-3.706301074257361e-20,1.2518771898461744e-07,0.0016008004002001
238395,0.00029660209381547414,10,12,1.0689013796007474e-06,2.0607220327003044e-07,0.0,0.0050025012506253125
238443,0.00024227445105557728,16,28,1.0541851743214089e-08,3.122691332598073e-09,0.0004441131000624148,0.11499507413020237
238487,0.00011201473788264109,2,17,1.37737851621681e-06,2.655492318499563e-08,1.8365631819113383e-05,0.11584688949412979
238554,8.64439217488278e-05,0,3,-2.944039039103101e-20,-1.0427692340996369e-19,0.0,0.0
238620,0.00024876038398156475,17,7,1.4277888239273748e-08,5.356105804795974e-09,0.0,0.11734998341753339
238638,0.0006228789593506323,1,1,7.189583687546194e-14,5.014261997642258e-12,0.0,0.009974217878169855
238668,0.0003151713822440317,25,29,1.7767398103113325e-08,9.724282557991448e-09,8.603020199529032e-07,0.12086424793462583
238680,0.00022421258093755316,38,55,0.006813923201991927,0.005047639915480953,0.0,0.06662712735616944
238742,8.64439217488278e-05,0,2,4.951992320029147e-16,1.5170127773390905e-19,0.0,0.0
238776,8.64439217488278e-05,0,2,9.546608325921868e-10,1.48420631280526e-19,0.0,0.0
238859,0.00016341741655534893,6,14,1.0526066187491764e-08,1.1977995196168806e-09,0.0,0.11391317813686813
239017,0.0006591817752891807,44,38,1.5046745645164032e-06,1.8950029741048598e-06,0.00017784660259712845,0.17340906535503833
239191,0.00025215729181272105,11,14,1.6792312645888568e-07,5.491239256303344e-08,0.0004124625361152628,0.005502751375687844
239306,0.0016250355134770308,47,14,1.633068917151035e-08,9.752156262583995e-08,0.005244780129936034,0.17721620489186993
239313,8.64439217488278e-05,0,2,3.8986080133426205e-21,-2.2245477542589795e-19,0.0,0.0
239607,0.00027100521577483577,8,10,1.148738190271755e-06,1.73945422424783e-07,4.328155304815066e-06,0.00400200100050025
239760,0.00014936064344096817,20,44,0.005431602390319759,0.0021166641886369267,6.709037267873857e-08,0.07417864070375109
239822,0.00031509930000142876,24,28,1.2909599807275444e-06,5.99997925225877e-07,1.0070295212866493e-05,0.018009004502251125
239838,0.0007924643756394557,1,1,-9.739927756946069e-21,-1.3644865642492085e-20,0.0,0.0006670001667500416
239874,0.0023433480495744256,24,12,2.7403041187807833e-07,9.581066818705446e-07,0.003182723374835902,0.23119428516229165
240048,0.0005844879508252395,33,4,9.165688279642831e-09,1.5993781173213575e-07,0.0005081627837450188,0.12578549663571734
240067,0.00023888969573063247,42,55,0.006806502955884767,0.005569878511298114,2.635530925991946e-08,0.06665078965834689
240128,0.000519284388437532,60,44,3.2287266712035746e-06,3.722134991493638e-06,3.312739909746782e-05,0.11023316357150677
240234,0.0009462948124880635,1,2,1.0378668211008175e-06,1.762623249891685e-19,0.0008731302265165971,0.12032182143323625
240525,0.0002966828034055648,12,20,1.2465193441412706e-06,2.764554805585367e-07,0.0002946305004663082,0.11667513893720252
240570,8.64439217488278e-05,0,1,6.409018688320274e-09,4.491523710027398e-19,0.0,0.0
240639,0.0001017420714939114,1,7,1.092172932062371e-06,2.096902308402553e-08,3.755631569538523e-07,0.0006670001667500416
240679,0.0002804932465973001,21,30,1.7851780498168193e-08,8.410284833715472e-09,2.4050382880955675e-05,0.12078645919902832
240701,0.00017502269817477154,8,28,1.0548397808290172e-08,1.510121575273908e-09,0.00034078732973648096,0.11485432128548977
240898,0.0006564418416305146,40,46,3.2703146798838978e-06,2.4274380994337157e-06,0.0009780353183296503,0.11026554699206242
241454,0.004699033233176982,34,9,2.601622863310865e-10,2.5071878410578313e-14,0.0003860789253485602,0.01706116216002738
241474,0.00016957804150039615,3,6,1.246603165774251e-06,2.4851450928202205e-10,0.00020926057350187808,0.09465235706997364
241587,0.00024591868527081885,23,35,0.004537275942470588,0.0020656324426601286,1.7654927238009474e-06,0.08367939403878732
241883,0.001315331686238325,45,14,2.726958508735356e-08,5.499167007925067e-08,0.0011279441432906804,0.14026305006015716
242111,0.0003564226013321615,25,29,1.2950433379533481e-06,6.290241780870216e-07,4.14767777615868e-05,0.021610805402701348
242284,0.00026777033348506787,11,13,4.285324782771674e-09,2.335041017304129e-08,0.0,0.005502751375687844
242285,0.0003258522514621718,13,20,1.2654211282642876e-06,3.174303408791544e-07,0.0,0.12459549276713046
242358,0.00023106492419896528,1,5,5.310950023942671e-21,3.715249859752579e-19,0.0,0.0023821434526787202
242522,0.0002479954533433154,3,2,3.193307646972878e-20,1.0375790081649265e-18,0.0,0.0016008004002001
242745,0.0004200171832884713,13,14,1.081923756835355e-06,2.511938323267288e-07,1.5523277154092564e-05,0.0065032516258129065
242848,8.64439217488278e-05,0,0,-0.0,-9.106536529003914e-20,0.0,0.0
242941,0.0006626620471716636,44,50,1.1274261056239286e-06,1.902275901485366e-06,0.010384836279524752,0.17340906535503833
243109,0.0010332909714399112,33,11,1.0822130442308305e-06,7.936086409591875e-07,0.004786323093795404,0.14282493225303672
243180,0.000537584179195977,17,15,1.7748568798294582e-08,5.820402711336669e-09,2.1621707464628613e-05,0.11536619700660228
243261,8.64439217488278e-05,0,1,2.4023557655604333e-20,2.483459155060392e-19,0.0,0.0
243489,0.0005180249673741365,60,39,3.0562655180352268e-06,3.7254598491907244e-06,3.224820718597815e-05,0.11023316357150677
